url,type
mammothmovers.com/building_raising,benign
contracostatimes.com/news/ci_19082764,benign
sacredroadministries.org/,benign
fanbase.com/Texas-Longhorns-Football-2005,benign
amazon.com/Million-Times-The-Sky/dp/B001AQSH8A,benign
http://www.verrijzenisgemeenschap.nl/templates/ja_purity/images/but-xhtml10.gif,defacement
http://www.limburgeraltstadt.de/index.php?option=com_content&view=category&layout=blog&id=36&Itemid=34&el_mcal_month=1&el_mcal_year=2013,defacement
fastcompany.com/1667970/superstorm-the-worst-leonardo-dicaprio-movie-never-made,benign
articles.sfgate.com/2006-10-08/living/17314210_1_smog-checks-morgan-heads-listeners,benign
thefreelibrary.com/Naming+Expert+Catchword+Available+to+Comment+on+PwC+Consulting's+New...-a087466374,benign
iplitigator.huschblackwell.com/,benign
governor.wa.gov/news/news-view.asp?pressRelease=1568&newsType=1,benign
vintagecardprices.com/search.php?action=getSets&fname=Kit&lname=Pellow&sa=1&cat=1&hof=0,benign
freerepublic.com/focus/f-news/2726371/posts,benign
http://www.escolareiarthur.com.br/index.php?view=article&catid=37:principal&id=228:massagear-os-pes-do-bebe-e-maneira-de-faze-lo-parar-de-chorar&tmpl=component&print=1&layout=default&page=,defacement
gpsed.com/sitemap?keepThis=true&amp;TB_iframe=true,benign
erinkendall.avonrepresentative.com/,benign
http://danielfabri.com.ar/eventos-inundacion-4/index.html,defacement
enterprise-ireland.com/en/About-Us/,benign
camilea7.tumblr.com/post/12719037146/haru-arashic-gimmick-gamer-jharashi-once,benign
twitter.com/Raydacteur,benign
canadajka.ca/,benign
trulia.com/property/3057649501-25-Isabel-Cir-Randolph-MA-02368,benign
a.media.abcfamily.go.com/abcfamily/Standalone/cluetracker/,benign
http://otomoto.pl/oferta/can-am-spyder-rs-s-se5-zarejestrowany-kat-b-dealer-szamocin-ID6y4jeh.html,benign
afcu.mortgagewebcenter.com/ExceptionHandling/CookiesOff.asp,benign
russian.dmll.cornell.edu/,benign
qanlogers.tk,phishing
faculty.marianopolis.edu/c.belanger/QuebecHistory/encyclopedia/LouisJosephPapineau-QuebecHistory.htm,benign
http://clien.net/cs2/bbs/register.php?url=%2Fcs2%2Fbbs%2Fboard.php%3Fbo_table%3Dcm_iphonien,benign
en.wikipedia.org/wiki/1979_Oakland_Athletics_season,benign
minnesotaharvest.net/,benign
acidemic.blogspot.com/2010/07/great-acid-cinema-wizard-of-oz-1939.html,benign
trendwhore.ca/?p=385,benign
http://www.qmcweb.com.br/index.php?option=com_ccboard&view=topiclist&forum=1&Itemid=53&lang=pt,defacement
flickr.com/photos/alexaguirreagencia/2920180691/,benign
clarkemfg.com/,benign
ca.sports.yahoo.com/nhl/players/4132,benign
investor.wedbush.com/wedbush/news/read?GUID=19939933,benign
en.montrealalouettes.com/page/herb-trawick-56,benign
millyandplette.com.au/kidnapping-chuck-comeau-biography/,benign
http://babal.net/games/view/733/%D8%A7%D9%84%D8%B9%D8%A7%D8%A8-%D8%A3%D8%B2%D9%8A%D8%A7%D8%A1-%D8%A7%D9%84%D8%B4%D8%AA%D8%A7%D8%A1-2014,benign
http://www.colegiosanignacio.com.ar/index.php?option=com_content&view=article&id=43&Itemid=46,defacement
questia.com/library/encyclopedia/van-horne-sir-william-cornelius.jsp,benign
http://dantri.com.vn/eu--nga/hinh-anh-ro-net-nhat-ve-ke-khung-bo-na-dan-o-paris-1017006.htm,benign
dastashbox.blogspot.com/2008/08/skatterman-snug-brim-word-on-tha.html,benign
flickr.com/photos/le_guiz/4164394583/,benign
yellowbook.com/profile/first-choice-america-community-federal-credit-union_1845792348.html,benign
dateforpeople.com/gatineau-escort-message-board,benign
mylife.com/c-96504657,benign
topics.vlex.com/tags/thi-pham-2780713,benign
linkedin.com/in/wokwiz,benign
http://storiesdining.com/menu/wine-list,defacement
chennai.quikr.com/,benign
naxos.com/person/Robert_Russell_Bennett_25985/25985.htm,benign
michaelwaynephotography.com/,benign
http://naadbank.com/index.php?option=com_content&view=section&id=3&Itemid=41,defacement
rotaryrvparkfsj.com/,benign
papers.sae.org/932838/,benign
legendaryrevue.com/,benign
incontech.owncube.com,phishing
steamsaun.com/,benign
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/css/default-blue-style.css,malware
straight.com/article-164226/somali-canadians-should-stand-abducted-journalist-amanda-lindhout,benign
rntokhagaul.org,phishing
manta.com/c/mmy46gc/reed-butch,benign
facebook.com/people/Les-Filles/100001897308717,benign
http://mahshov.com/index.php?option=com_content&view=article&id=15&Itemid=34,defacement
people.famouswhy.com/gerry_mullins/,benign
mylife.com/djpre59,benign
askbiography.com/bio/Basketball_at_the_2004_Summer_Olympics.html,benign
archives.gov/central-plains/press/2010/10-14.html,benign
tennisticketnews.com/tennis-tournaments-tickets/rogers-cup-tennis-tickets,benign
coloradorapidsfan.com/,benign
facebook.com/pages/Brad-Johnson/102892006413929,benign
truliantfcu.org/page2.php/sid/9/aid/54/pid/124/BusinessPartners-CurrentBusinessPartners-ListofPartners,benign
en.wikipedia.org/wiki/United_Kingdom_company_law,benign
atsdatabase.com/Stats/NFL/Jacksonville-Jaguars-Football-Past-Results.html,benign
http://www.nfa.com.tr/index.php?option=com_content&view=article&id=22&Itemid=213,defacement
http://extratorrent.cc/torrent_download/4189606/No+Offence+S01E02+HDTV+x264-SNEAkY.torrent,benign
urbandictionary.com/define.php?term=Kataklysm,benign
tviv.org/The_Ellen_DeGeneres_Show_%282003%29/Stations,benign
http://www.saludyestetica.cl/g/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zYWx1ZHllc3RldGljYS5jbC9nL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTUzOm51dHJpY2lvbiZjYXRpZD0zNDpzZXJ2aWNpb3MmSXRlbWlkPTY4,defacement
youtube.com/watch?v=rJhgw3t4MRI,benign
mylife.com/zip-codes/b3-19823/,benign
imdb.com/video/imdb/vi1967915801/,benign
cpddsq.ca/fantasia2009/,benign
librarything.com/work/3241594,benign
http://elcomercio.pe/peru/ancash/tierra-se-abrio-socosbamba-danos-casas-y-vias-fotos-noticia-1809034?ref=portada_peru&ft=mod_click&e=foto,benign
spoke.com/info/p6K4Ksx/SeanLiffiton,benign
kansascity.royals.mlb.com/news/press_releases/index.jsp?c_id=kc,benign
news.nationalpost.com/2011/10/24/quebec-minister-threatened-with-%e2%80%98broken-legs%e2%80%99-over-construction-union-bill/,benign
coms.ml,phishing
en.wikipedia.org/wiki/Category:Companies_established_in_2002,benign
southgranville.org/2011/08/kurbatoff-art-gallery-presents-elisabetta-fantone-until-sept-20,benign
canada.com/reginaleaderpost/features/greycup2007/story.html?id=7c15ca45-5a20-480d-8071-703ab3a5fd68&k=55861,benign
cartoonnetwork.wikia.com/wiki/Teletoon,benign
healthgrades.com/physician/dr-barry-gordon-2xclv/,benign
http://www.burtgel.e-darkhan.com/index.php?option=com_contact&view=contact&id=8&Itemid=106,defacement
lamurals.org/Newsletters/0398Newsltr/0398B.html,benign
freebase.com/view/en/shelley_berman,benign
trumpplaza.com/,benign
http://sls.org.cn/Pages/Detail.aspx?id=4482,defacement
http://flowerstobulgaria.org/index.php/en/products-mainmenu-64?page=shop.product_details&category_id=8&flypage=flypage.tpl&product_id=62,defacement
http://www.nancysdancefashion.nl/index.php?option=com_content&view=article&id=15&Itemid=13&limitstart=1,defacement
http://jbquimica.com/index.html,defacement
http://www.hetsa.org.au/historyeconreview/archive/22-volume-39.html,defacement
wilsoncountynews.com/article.php?id=26978&n=obituaries-michael-joseph-foerster-jr,benign
http://www.northnorfolkliving.co.uk/editors-updates/new-baking-at-byfords-sessions,defacement
princetonreview.com/UniversityofNorthCarolinaatChapelHill.aspx,benign
muscletrojan.blogspot.com/2011/03/manuel-romero-muscle-gallery.html,benign
nytimes.com/1999/12/28/classified/paid-notice-deaths-fisher-harold-l.html,benign
hypem.com/search/%22Erase+Errata%22,benign
superiorpics.com/ami_dolenz/,benign
linkedin.com/groups?about=&gid=3955282,benign
youtube.com/watch?v=2A2mYIdquIQ,benign
trainorders.com/cameras/dunsmuir/,benign
myspace.com/carllm,benign
http://www.saigontrangsuc.com.vn/ho-tro/Giao-Hang-Toan-Quoc.html,defacement
http://www.decaturanimaler.com/index.html,defacement
uk.linkedin.com/in/guynicholls,benign
songlyrics.com/the-besnard-lakes/albatross-lyrics/,benign
local.com/business/details/kansas-city-mo/kansas-city-area-transportation-authority-the-metro-metro-information-metro-information-14632532/,benign
evri.com/organization/bradford-park-avenue-0x66330,benign
gino-vannelli.freedownloadmp3.net/,benign
findradio.us/displayradio-3037.htm,benign
spoke.com/info/pA8g7Q7/AndrewCasey,benign
espn.go.com/mlb/team/lineup/_/name/oak/oakland-athletics,benign
http://bar-tal.net/index.php?option=com_aicontactsafe&view=message&layout=message&pf=3&Itemid=34,defacement
goodreads.com/book/show/2767052-the-hunger-games,benign
demarcusmoore.com/,benign
http://chinesevie.com/index.php?option=com_content&view=category&id=56%3Achinese-idiom&Itemid=274&layout=default&lang=en,malware
winfoaccountupdatecmecheldq.webeden.co.uk,phishing
handydirectory.ca/contractor/listing/232,benign
http://silca02.it/sejeal.jpg,defacement
http://3cf.ru/2015/07/20/kitai-oboshel-rossiu-po-velichine-zolotogo-zapasa/,malware
http://www.sikobv.nl/de/component/content/article/2-voorpagina-tab/118-ml.html,defacement
http://pal-wakf.ps/ar/wp-admin/includes/js/www.paypal.com/cgi-bin/index.php,phishing
tallawah.com/articles-reviews/lynn-taitt/,benign
http://huamuxtitlan.com/index.php?option=com_community&view=profile&userid=233&Itemid=104,defacement
en.projetmontreal.org/en.php/arrondissement/communiqueread/arr/6/communique_id/68,benign
wattsupwiththat.com/2011/10/06/high-level-cloud-and-surface-temperature/,benign
wiki.worldflicks.org/%C3%8Ele-des-soeurs_(nuns_island).html,benign
cylex.ca/company/c%c3%a9gep-de-saint-laurent-16681921.html,benign
http://www.cigabin.com/2009100970/faciliterende-bedrijven.html,defacement
satellitetv.digitalinsurrection.com/locals/directory/Directv_Local_Channels/Missouri/Missouri.php,benign
http://gboard.tup.ac.th/appserv/inde.html,phishing
factbites.com/topics/John-Dickson-Carr,benign
http://www.istituto-montessori.it/index.php?view=article&id=4:istituto-tecnico-per-geometri&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=5,defacement
cbmtinc.com/contents.asp?pvalue=5,benign
arsouth.army.mil/arsouthleadership/command-sergeant-major/3015-command-sergeant-major-united-states-army-south.html,benign
bestaviation.net/school/aveos-fleet-performance/,benign
urbandictionary.com/define.php?term=george%20carlin,benign
ktvu.sportsdirectinc.com/sports-scores/Baseball-Scores-Matchups.aspx,benign
http://tobogo.net/cdsb/board.php?board=dailystory&bm=view&no=22396&category=&auth=&page=1&search=&keyword=&recom=,benign
http://style.org.hc360.com/js/build/source/widgets/wij/hc.wijdialog.css,malware
da.geracaotrict.com.br,phishing
http://www.gomastears.com/index.php?option=com_content&view=category&id=6&Itemid=13,defacement
nishikidoryo.blog.com/2011/07/28/varietyzenkai-girl-in-vs-arashi-preview/,benign
icehockey.wikia.com/wiki/Bruce_Crowder,benign
http://www.westwoodchurch.co.uk/our-services/sunday-celebration/celebration-talks/240-12-08-2012-retreat-and-revelation-matthew-16-13-28-steve-burch-,defacement
coyotes.nhl.com/club/news.htm?id=537063,benign
http://jalopnik.com/apple-wants-to-make-navigation-like-a-friend-reading-yo-1700721307/+kcampbelldollaghan,benign
facebook.com/shug76,benign
imdb.com/name/nm0718624/,benign
tvguide.com/tvshows/dallas-1990/episode-19-season-13/dear-hearts-gentle/100107,benign
mmaukkingston.wordpress.com/2010/07/23/interview-with-bamma-fighter-tom-kong-watson/,benign
linkedin.com/pub/dir/eric/lecompte,benign
http://codecanyon.net/item/rocket-form-wordpress-form-builder/full_screen_preview/11057544,benign
ebay.com/sch/i.html?_nkw=kenwood+dual+band+mobile,benign
http://www.creuzadema.net/rubriche/tutti-gli-eventi/categoryevents/5-radio-e-tv,defacement
nflmocks.com/2011/08/03/buffalo-bills-season-preview/,benign
faqs.org/faqs/warner-animation-faq/,benign
gerritsenbeach.net/2011/02/04/golden-gate-to-become-k-12-academy/,benign
answers.com/topic/men-without-hats,benign
http://diddydeshi.com/dojo-times/35-hassocks.html,defacement
http://atwiki.jp/wiki/%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%83%95%E3%82%A3%E3%83%84%E3%82%B7%E3%83%B3%E3%82%B0,benign
ci.yorba-linda.ca.us/,benign
http://leaderinfife.org/index.php?option=com_contact&view=contact&id=3:elmwood-college&catid=44:lag-members&Itemid=74,defacement
http://djkatrina.ru/muzyka/napravleniya-klubnoi-muzyki/progressive-house.html,defacement
mobipapcomercio.vl5.net2.com.br,phishing
https://ifttt.com/recipes/21314-add-your-foursquare-checkin-history-to-your-google-calendar,benign
webanswers.com/science/math/find-the-difference-seven-tenths-minus-three-tenths-one-fifth-two-fifths-one-half-1-a16445,benign
123people.co.uk/s/kelly+scott,benign
metrolyrics.com/emeline-michel-lyrics.html,benign
facebook.com/pages/Port-Chicago-Naval-Magazine-National-Memorial/104068882962602,benign
last.fm/music/Megafun,benign
altitudelondon.com/,benign
jjbillion.com/sc/,benign
urbandictionary.com/define.php?term=Dubliner,benign
numberonestars.com/musiclegends/franksinatradiscography.htm,benign
spacebarshift.wordpress.com/page/9/,benign
http://tobogo.net/cdsb/board.php?board=funnyvideo&bm=view&no=11576&category=&auth=&page=1&search=&keyword=&recom=,benign
http://www.easylivinggreenproducts.com.au/shop.html?page=shop.browse&category_id=24,defacement
agentscoreboard.com/agent/136368_Sarah_Flynn_Tudor_Willis_Allen_Real_Estate,benign
moralbower.com/,benign
predictiveanalyticsworld.com/london/2010/speakers.php,benign
http://www.fitnessequipmentworldok.com/home/3-contact-us,defacement
http://www.whitminsterinn.co.uk/specialevents/calendar-day/02/18/2013,defacement
youtube.com/watch?v=4VI1FAGTnjg,benign
cpvmn.com/,benign
http://www.khd.at/index.php?option=com_rsgallery2&page=inline&id=134&Itemid=7,defacement
thelyricarchive.com/album/74488/Burt-Bacharach,benign
dcuteamstore.com/,benign
odroid.foros-phpbb.com/t398-usb-gamepad-driver,benign
http://littlebigjosh.com/video-gallery?task=searchvideos&searchkey=hahhaha,defacement
bb50.ucr.edu/tradition/pros.php,benign
http://www.avalancha.org/actividades-sierra-guara/barranquismo.html,defacement
eloisajames.com/bookshelf/desperate.php,benign
http://www.gartmarine.ru/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=60&category_id=10&option=com_virtuemart&Itemid=11,defacement
http://peraki.com/index.php?option=com_weblinks&view=category&id=40:business&Itemid=65,defacement
http://variety.com/2015/film/news/cate-blanchett-lesbian-carol-cannes-todd-haynes-women-in-hollywood-1201492632/?replytocom=1296792,benign
http://www.suttoncoldfieldearlyyearsforum.co.uk/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=0&sobi2Id=5&Itemid=53,defacement
youtube.com/watch?v=7xkq9qj6x5o,benign
http://www.seep.gr/news/2-newsflash/158-anakoinosi065.pdf,defacement
raiderracing.com/famous_canadians/famous_canadian_scientists.htm,benign
groups.google.com/group/sci.med.diseases.lyme/browse_thread/thread/94b6d0b0f8525853/ea57af20cd8ccbf2?lnk=raot,benign
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_content&view=article&id=56:cafeteria&catid=37:nuestros-servicios&Itemid=64,defacement
websters-online-dictionary.org/definitions/asa?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=asa&sa=Search,benign
vkblack.esy.es,phishing
http://www.generalcustom.com.br/index.php?option=com_content&view=article&id=176:edicao-especial-de-16-anos&catid=42:assuntosgerais&Itemid=74,defacement
http://seekingalpha.com/author/canadian-dividend-growth-investor/research?source=follow_top_learn_more,benign
en.wikipedia.org/wiki/Moses_Montefiore,benign
shopwashingtoncrown.com/,benign
people.famouswhy.com/jeff_turcotte/,benign
alacrastore.com/storecontent/Datamonitor_Premium_Research_Reports-United_Kingdom_Food_and_Beverages_Industry_Guide-2122-21757,benign
http://www.fonatsch.at/index.php/stahlmaste/flutlicht-maste-stahl/konisch-achtkantig-18m.html,defacement
findlocalweather.com/pinpoint/us/mo/kshb-tv+28kansas+city29/current694542.html,benign
nydailynews.com/topics/Vada%20Pinson,benign
http://www.prismpgh.org/component/events/index.html?task=view_day&year=2013&month=01&day=07,defacement
http://superuser.com/questions/914437/execute-a-workflow-file-on-a-mac-from-network,benign
thefreemanonline.org/columns/heilbroners-one-armed-philosophers/,benign
music.yahoo.com/serge-lama/,benign
lifelineoutreach.com,malware
facebook.com/cenker.cakin,benign
grayfalcon.blogspot.com/2004/12/legion-of-merit-citation.html,benign
getfiles.chelae.com,phishing
docstoc.com/docs/12974580/Homosexual-Priests-Teachings-of-Catholic-Church,benign
lyricsmode.com/lyrics/w/weakerthans/elegy_for_gump_worsley.html,benign
http://kizombafestival.pl/index.php?view=article&catid=46:warsztaty&id=141:warsztaty&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=81&lang=en,defacement
myspace.com/kpfa,benign
gameflect.com,phishing
youtube.com/watch?v=jUXI22AF-mU,benign
en.wikipedia.org/wiki/Suburban_Mobility_Authority_for_Regional_Transportation,benign
streethawk.tv-series.com/,benign
mark-kwiatkowski.co.uk/,benign
kreayshawn.blogspot.com/,benign
http://www.jnpiraq.net/arabic/index.php?option=com_content&view=article&id=536&catid=5&Itemid=10,defacement
words.freedomaintoolz.com/constellation.html,benign
womentalksports.com/items/read/94/159931,benign
press.foxmovies.com/login.php,benign
findadeath.com/Deceased/b/lenny/lennybruce.htm,benign
http://distractify.com/post/related/id/551ab0df4a0c4b647b40cdf3/skip/10/limit/10/back/0,benign
http://cheezburger.com/70947329/video-game-news-ark-survival-evolved-dinosaur-survival-early-access?ref=rightarrow&siteId=56831,benign
http://www.ganyuan.net/aboutus_en.asp,defacement
kudzu.com/m/VFW-Post-5151-Bingo-Hall-21857840,benign
grupoamerica.pe,phishing
nasa.gov/topics/universe/features/wmap_five.html,benign
http://www.ilovespeedbumps.com/understanding-how-the-auto-insurance-video-game-is-played-out/,malware
whaleheadclub.org/event/312299-wild-horse-days,benign
eonerealitty.com,phishing
ilindoor.com/2011/06/10/montreal-clax-franchise-in-it-for-the-long-haul-victoria-shamrocks-have-no-interest/,benign
http://manosunidasciudadreal.org/index.php?option=com_wrapper&view=wrapper&Itemid=165,defacement
http://www.dresden-hautnah.de/index.php?option=com_content&view=article&id=51&Itemid=64&lang=de,defacement
http://www.sxtgsffx.cn/lianpu/UploadFiles_2841/201104/2011041817143059.jpg,malware
direitoaverdade.nevusp.org,phishing
city-data.com/city/Chapel-Hill-North-Carolina.html,benign
iheartfancyfree.com/,benign
baseball-reference.com/teams/MON/1980.shtml,benign
http://abbeygymnastics.com/news?start=48,defacement
http://transtech-eco.pl/index.php?option=com_content&view=article&id=49&Itemid=1,defacement
rauzulusstreet.com/basketball/college/collegechampionship.htm,benign
http://babal.net/news/view/111853/%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A-%D9%85%D9%85%D9%86%D9%88%D8%B9-%D9%85%D9%86-%D8%A7%D9%84%D8%B1%D8%A7%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B9%D8%AF%D8%A7%D8%AF%D9%8B%D8%A7-%D9%84%D9%84%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A,benign
http://www.unikate-von-alexa.de/index.php?option=com_phocagallery&view=detail&catid=1:schmuck&id=259:silber-321&tmpl=component&Itemid=8,defacement
http://mic.com/articles/116857/this-will-be-the-best-rapper-of-2015-but-you-probably-don-t-know-his-name,benign
celebrity.psyphil.com/actor/Frank-Puglia/filmography,benign
freepages.genealogy.rootsweb.ancestry.com/~snaylor/OntGraMk/Ottawa/Gloucest/NotreDame/29/29.HTM,benign
http://unity3d.com/sites/default/files/css/css_rn9aCD_uMA_wO3ipyv3yTj2XGzExthMkLkpKeZLw6vo.css,benign
http://www.vetquality.com.br/nossos-servicos/internacao-uti?tmpl=component&print=1&page=,defacement
http://golfsource.us/index.php?option=com_content&view=article&id=5&Itemid=5,malware
globalsecurity.org/wmd/library/news/russia/1997/t11071997_thabiger.html,benign
thechappellfamilytree.com/?page_id=12,benign
http://mudanzas-lopez.com/index.html,defacement
http://www.belmontbaptistchurch.com/finding-your-place,defacement
ehow.com/list_7236148_hotels-near-kauffman-stadium.html,benign
university-directory.eu/France/Agence-Universitaire-de-la-Francophonie.html,benign
tom.dunstan.net.au/,benign
http://metro.co.uk/2015/04/20/here-are-the-10-most-generous-people-in-the-uk-5158970/,benign
http://filehippo.com/download_google_chrome/download/534c8eb6a3f3f6253cb20dc4eaec0aa7/,benign
dx-mexico.com/oc-includes/images/.htaces/config.jpg,malware
olympusclassof61.com/,benign
preservationsound.com/?p=2305,benign
http://trendsbrands.com/index.html,defacement
metrolyrics.com/say-hey-lyrics-michael-franti.html,benign
people.forbes.com/profile/clifford-d-corso/51856,benign
filmjournal.net/danielstephens/2007/02/03/top-10-coming-of-age-films-from-the-1980s/,benign
american-rails.com/national-limited.html,benign
cleaningrange.com.au,phishing
http://hollywoodlife.com/2015/01/28/godaddy-super-bowl-commercial-pulled-journey-home-lost-pup/,benign
http://jasquaniel.com/index.php?option=com_phocagallery&view=category&id=90:1995&Itemid=2,defacement
novinite.com/view_news.php?id=132011,benign
http://www.precisionsunroofs.com.au/convertible-soft-top-hood,defacement
croonet.com/start/D_MTI1NDQwMQ%3D%3D/,benign
http://dantri.com.vn/video-30047/quy-trinh-giam-dinh-nguyen-nhan-cai-chet-cua-nghi-can-kieu-co-nhieu-bat-thuong-p2.htm,benign
flickr.com/photos/aaroncrisler/752922870/,benign
http://www.shaborooz.ir/index.php?option=com_content&view=article&id=13:1390-01-27-09-23-41&catid=3:web-designe&Itemid=9,defacement
http://www.ekino-neureut.de/index.php?option=com_content&view=article&id=2&Itemid=4,defacement
http://ihr-einkauf.com/ie_bilder/files/files/it/login/paypal/webscr/account/sicurezza/titolari/it/paypal.it/,phishing
http://www.alliedmanagedcare.com/services/medical-case-management.html,defacement
greatmichigan.org/great-cities,benign
journalism.missouri.edu/alumni/jean-becker-78.html,benign
baseball-reference.com/teams/KCR/1985.shtml,benign
flickr.com/photos/lindastender/2732546862/,benign
waymarking.com/waymarks/WM32G3_Poindexter_Building_Sundial_Kansas_City_Missouri,benign
abclocal.go.com/kgo/story?section=news/local/san_francisco&id=8053004,benign
oak.edu/athletics2/basketball_men/staff.php,benign
sol.lp.findlaw.com/2000/cannabis.html,benign
defense.gov/releases/release.aspx?releaseid=12862,benign
theperfectlogin.info,phishing
http://acp-atlanta.org/en/acp-news/13/172.html,defacement
gregoryagogo.multiply.com/journal/item/548?&item_id=548&view:replies=reverse,benign
wordiq.com/definition/French_Grand_Prix,benign
rudyreyes.com/thebuzz.php,benign
timesofindia.indiatimes.com/india/MiG-29-crashes-in-Himachal-Pradesh-pilot-missing/articleshow/10413463.cms,benign
twitter.com/yaysarcasm,benign
edonnelly.blogspot.com/,benign
aodonline.org/CHSL/Hall+of+Fame+10692/Hall+of+Fame+-+Administrators+Distinguished+Service+.htm,benign
http://www.romanovski.se/cv,defacement
boiteaumaroc.blogspot.com/,benign
http://bjgdhm.com/cn/feedback.asp,defacement
veromi.com/Edward-Chen.aspx,benign
articles.boston.com/2007-11-04/ae/29236849_1_slave-ship-slave-trade-rediker,benign
hitlist.com/albums/album.php?page=thedanaowensalbum,benign
allposters.com/-st/Andre-Girard-Posters_c87638_.htm,benign
http://tanzaniawerkgroeptilburg.nl/en/water-voedsel-milieu/44-herbebossing,defacement
myspace.com/dbcdeadbraincells,benign
http://cignetfund.com/index.php/projects?vsig95_0=1,defacement
content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Bree%20Walker,benign
http://coppeliaescoladeballet.com.br/index.php?option=com_portfolio&id=10&view=category&Itemid=2,defacement
http://mahshov.com/index.php?option=com_content&view=article&id=19&Itemid=46,defacement
gravestonephotos.com/public/findfamily.php?name=Duffield,benign
ameinfo.com/154831.html,benign
darklight__1.tripod.com/assassinsinfraserburgh/,phishing
www.havencomm.com/~ccanary/,phishing
www.freewebs.com/sjexecutioners/,phishing
www.ravensgard.org/gerekr/costume.html,phishing
www.milieux.com/costume/,phishing
www.paralada.org/Estonia_self/Estonia_htm/avatarprime.html,phishing
games.groups.yahoo.com/group/larpa-costuming/,phishing
www.shades-of-night.com/painneck/blood.html,phishing
realbeer.com/jjpalmer/HowtoChain.html,phishing
www.shades-of-night.com/painneck/fangfile.html,phishing
www.personal.utulsa.edu/~marc-carlson/shoe/SHOEHOME.HTM,phishing
www.larp.com/atlas/,phishing
www.angelfire.com/ks/cybernationx/,phishing
www.rpg.net/larp/,phishing
www.sabledrake.com/magazine.htm,phishing
www.sjgames.com/pyramid/,phishing
thestarport.com/xeno/aande.html,phishing
seven.pairlist.net/mailman/listinfo/twilighttime/,phishing
www.firedrake.org/panurge/imaz.htm,phishing
games.groups.yahoo.com/group/RPG_Player_Sanctuary/,phishing
games.groups.yahoo.com/group/GreenRegent/,phishing
games.groups.yahoo.com/group/apalladiummegaverse/,phishing
games.groups.yahoo.com/group/RPG_Classified_ads/,phishing
games.groups.yahoo.com/group/rpg-create/,phishing
www.wizards.com/rpga/,phishing
hem2.passagen.se/aod/,phishing
www.abdn.ac.uk/~src018/,phishing
www.dusa.dundee.ac.uk/durps/,phishing
www.rpg-soc.ucam.org/curs/,phishing
users.ox.ac.uk/~rpgsoc/,phishing
www.angelfire.com/games5/kgc/,phishing
members.tripod.com/~theguild/,phishing
www.angelfire.com/wi/TheGod/index.html,phishing
members.tripod.com/~LA_GameDay/,phishing
studentclubs.winona.edu/rpsig/,phishing
www.angelfire.com/rpg/hoovershome/,phishing
www.rahul.net/pierre/SRP/SRP_home.html,phishing
www.uwsp.edu/stuorg/gasp/,phishing
www.angelfire.com/ny5/dropitnow00/,phishing
www.angelfire.com/tx3/baalek/,phishing
tech.groups.yahoo.com/group/thetwilightgamesclub/,phishing
mysite.verizon.net/reszbfre/Mskina/,phishing
students.brown.edu/Fantasy/,phishing
yoyo.cc.monash.edu.au/~murp/,phishing
users.tpg.com.au/users/adslcpc5/,phishing
www.cale.com/paper.htm,phishing
games.groups.yahoo.com/group/car-pga/,phishing
www.cnn.com/books/reviews/9909/03/embrace/,phishing
www.karisable.com/ymvamp.htm,phishing
www.crossroad.to/text/articles/D&amp;D&amp;Harry.htm,phishing
www.chick.com/reading/tracts/0046/0046_01.asp,phishing
www.religioustolerance.org/d_a_d.htm,phishing
athos.rutgers.edu/pub/soc.religion.christian/faq/d&amp;d,phishing
www.watchman.org/occult/frpgames2.htm,phishing
www.chick.com/articles/frpg.asp,phishing
www.chick.com/articles/dnd.asp,phishing
elephanticity.250x.com/xianches.html,phishing
www.logosresourcepages.org/Occult/dnd-ovr.htm,phishing
www.mjyoung.net/dungeon/confess.html,phishing
www-personal.umich.edu/~acm/WIG/WIGindex.html,phishing
www.rpg.net/news+reviews/columns/guestaug99.html,phishing
www.rpg.net/news+reviews/columns/nov97.html,phishing
www.rpg.net/news+reviews/columns/acksep97.html,phishing
www.rpg.net/news+reviews/collists/vecna.html,phishing
www.anderware.org/dev/,phishing
direpress.bin.sh/tools/,phishing
dicelog.com/dice,phishing
www.harlekin-maus.com/index.html,phishing
www.realms.org.uk/bedlam/,phishing
www.homebrew.net/games/heavy.html,phishing
koti.mbnet.fi/~atolonen/faunae/faunae.html,phishing
www.homebrew.net/games/,phishing
www.angelfire.com/rpg2/suikodenrpg/Main.html,phishing
